cuisine	types	name	ingredients	difficulty	health_banners	ingredients_parsed
['moroccan']	['dinner', 'lunch', 'main-course', 'soup']	Red lentil, chickpea & chilli soup	['2 tsp cumin seeds', 'large pinch chilli flakes', '1 tbsp olive oil', '1 red onion, chopped', '140g red split lentils', '850ml vegetable stock or water', '400g can tomatoes, whole or chopped', '200g can chickpeas or ½ a can, drained and rinsed (freeze leftovers)', 'small bunch coriander, roughly chopped (save a few leaves, to serve)', '4 tbsp 0% Greek yogurt, to serve']	Easy	['Freezable', 'Vegetarian']	['cumin seed', 'larg chilli flake', 'oliv oil', 'red onion chop', 'red split lentil', 'veget stock water', 'tomato chop', 'chickpea drain rins', 'small bunch coriand rough chop', ' greek yogurt serv']
	['side-dish', 'snack', 'starter']	Pitta bread	['2 tsp fast-action dried yeast', '500g strong white bread flour, plus extra for dusting ', '2 tsp salt', '1 tbsp olive oil']	Easy	['Freezable', 'Vegan', 'Vegetarian']	['fast action dri yeast', 'strong white bread flour plus extra dust', 'salt', 'oliv oil']
['italian']	['dinner', 'main-course']	Creamy ham, leek & mushroom spaghetti	['2 tsp olive oil', '2 medium leeks, thinly sliced', '200g chestnut mushroom, sliced', '2 garlic cloves, crushed', '300g spaghetti', '140g low-fat soft cheese', '85g wafer-thin smoked ham, shredded', 'small pack basil', '25g grated parmesan']	Easy	[]	['oliv oil', 'medium leek thin slice', 'chestnut mushroom slice', 'garlic clove crush', 'spaghetti', 'low fat soft chees', 'wafer thin smoke ham shred', 'small basil', 'grate parmesan']
['mexican']	['dinner', 'lunch', 'main-course', 'supper']	Mexican bean soup with guacamole	['2 tsp rapeseed oil', '1 large onion, finely chopped', '1 red pepper, cut into chunks', '2 garlic cloves, chopped', '2 tsp mild chilli powder', '1 tsp ground coriander', '1 tsp ground cumin', '400g can chopped tomatoes', '400g can black beans', '1 tsp vegetable bouillon powder', '1 small avocado', 'handful chopped coriander', '1 lime, juiced', '½  red chilli, deseeded and finely chopped (optional)']	Easy	['Freezable (soup only)', 'Healthy', 'Vegetarian']	['rapese oil', 'larg onion fine chop', 'red pepper cut chunk', 'garlic clove chop', 'mild chilli powder', 'ground coriand', 'ground cumin', 'chop tomato', 'black bean', 'veget bouillon powder', 'small avocado', 'hand chop coriand', 'lime juic', 'red chilli deseed fine chop']
['italian']	['dinner', 'lunch', 'pasta', 'supper']	Chunky Bolognese soup with penne	['2 tsp rapeseed oil', '3 onions, finely chopped', '3 large carrots, finely diced', '2 celery sticks, finely diced', '3 garlic cloves, finely chopped', '250g pack 5% fat steak mince', '500g carton passata', '1 tbsp vegetable bouillon powder', '1 tsp smoked paprika', '4 sprigs fresh thyme', '100g wholemeal penne', '45g finely grated parmesan, plus extra to serve']	Easy	['Healthy', 'High-protein', 'Low calorie']	['rapese oil', 'onion fine chop', 'larg carrot fine dice', 'celeri stick fine dice', 'garlic clove fine chop', ' fat steak minc', 'passata', 'veget bouillon powder', 'smoke paprika', 'sprig fresh thyme', 'wholem penn', 'fine grate parmesan plus extra serv']
['chinese']	['dinner', 'main-course']	Honey, sesame & orange king prawns	['2 tsp sesame oil', '1 large orange, zested and juiced', '3 tbsp honey', '2 tbsp low-salt soy sauce', '1 tbsp rice vinegar', '3 tbsp cornflour', '2 tbsp sesame seeds', 'generous pinch of Chinese five-spice powder', '300g raw king prawns', '3 tbsp sunflower or vegetable oil', '1 garlic clove, thinly sliced', '2 spring onions, sliced', '200g long-grain rice, cooked, to serve']	Easy	[]	['sesam oil', 'larg orang zest juic', 'honey', 'low salt soy sauc', 'rice vinegar', 'cornflour', 'sesam seed', 'generous chines five spice powder', 'raw king prawn', 'sunflow veget oil', 'garlic clove thin slice', 'spring onion slice', 'long grain rice cook serv']
	['dinner']	Cowboy pie	['2 tsp sunflower oil', '1 onion, finely chopped', '8 pork sausages, cut into bitesize pieces', '2 garlic cloves, crushed or finely grated', '2 tsp hot smoked paprika', '2 x 410g cans baked beans', '3 tbsp barbecue sauce', '1 kg potatoes, peeled and roughly chopped', '50g butter', '4 tbsp milk', '75g grated cheddar', '2 tbsp chopped chives, to garnish, optional']	Easy	[]	['sunflow oil', 'onion fine chop', 'pork sausag cut bites piec', 'garlic clove crush fine grate', 'hot smoke paprika', 'can bake bean', 'barbecu sauc', 'potato peel rough chop', 'butter', 'milk', 'grate cheddar', 'chop chive garnish option']
['mexican']	['dinner', 'main-course']	Pork tacos	['2 tsp vegetable oil', '½ red onion, chopped', '2 tsp each smoked paprika and ground cumin', '500g pack lean pork mince', '300ml passata', '5 tbsp barbecue sauce', '400g can black bean, drained', 'small bunch coriander, chopped', '8 taco shells', '1 ripe avocado, peeled and sliced', '½ iceberg lettuce, finely shredded', 'soured cream, to serve (optional)']	Easy	['Freezable (Freeze mince only)']	['veget oil', 'red onion chop', 'smoke paprika ground cumin', 'lean pork minc', 'passata', 'barbecu sauc', 'black bean drain', 'small bunch coriand chop', 'taco shell', 'ripe avocado peel slice', 'iceberg lettuc fine shred', 'sour cream serv']
['caribbean']	['dinner', 'main-course']	Fruity Caribbean curry	['2 tsp vegetable or sunflower oil', '4 chicken drumsticks, skin removed', '2 large red onions, chopped', '2 peppers (any colours will do), chopped', '3-4 tbsp mild curry powder', '425g can pineapple chunks in unsweetened juice', '400g can coconut milk', '400g can kidney beans, drained', '2-4 tbsp hot pepper sauce (depending on how hot you like it)', 'small bunch coriander, chopped', 'cooked rice, to serve (we used Tilda coconut rice)']	Easy	[]	['veget sunflow oil', 'chicken drumstick skin remov', 'larg red onion chop', 'pepper chop', 'mild curri powder', 'pineappl chunk unsweeten juic', 'coconut milk', 'kidney bean drain', 'hot pepper sauc', 'small bunch coriand chop', 'cook rice serv']
	['fish-course', 'lunch', 'main-course', 'supper']	Herb & garlic baked cod with romesco sauce & spinach	['2 x 140g  skinless cod loin or pollock fillets', '1 tbsp rapeseed oil, plus 2 tsp', '1 tsp fresh thyme leaves', '1 large garlic clove, finely grated', '½ lemon, zested and juiced', '1 large red pepper, sliced', '2 leeks, well washed and thinly sliced', '2 tbsp flaked almonds', '1 tbsp tomato purée', '¼ tsp vegetable bouillon powder', '1 tsp apple cider vinegar', '100g baby spinach, wilted in a pan or the microwave']	Easy	['Healthy', 'High-protein']	['skinless cod loin pollock fillet', 'rapese oil plus', 'fresh thyme leaf', 'larg garlic clove fine grate', 'lemon zest juic', 'larg red pepper slice', 'leek well wash thin slice', 'flake almond', 'tomato puré', 'veget bouillon powder', 'appl cider vinegar', 'babi spinach wilt pan microwav']
['british']	['dessert']	White chocolate berry cheesecake	['2 x 150g bars white chocolate', '2 x 300g tubs soft cheese', '284ml pot double cream', '50g caster sugar', '170g punnet raspberries', '5 tbsp raspberry jam', '85g amaretti biscuits', '200g small strawberries', 'a few blueberries (optional)']	Easy	[]	['bar white chocol', 'tub soft chees', 'pot doubl cream', 'caster sugar', 'punnet raspberri', 'raspberri jam', 'amaretti biscuit', 'small strawberri', 'blueberri']
	['dinner', 'main-course', 'supper']	Pan-fried salmon	['2 x 150g salmon fillets (about 4cm thick), skin on ', '½ tbsp olive oil', '20g unsalted butter', '½ lemon, juiced']	Easy	['Gluten-free']	['salmon fillet skin', 'oliv oil', 'unsalt butter', 'lemon juic']
	['dinner', 'fish-course', 'main-course', 'supper']	Harissa-crumbed fish with lentils & peppers	['2 x 200g pouches cooked puy lentils', '200g jar roasted red peppers, drained and torn into chunks', '50g black olives, from a jar, roughly chopped', '1 lemon, zested and cut into wedges', '3 tbsp olive or rapeseed oil', '4 x 140g cod fillets (or another white fish)', '100g fresh breadcrumbs', '1 tbsp harissa', '½ small pack flat-leaf parsley, chopped']	Easy	[]	['pouch cook puy lentil', 'roast red pepper drain torn chunk', 'black oliv rough chop', 'lemon zest cut wedg', 'oliv rapese oil', 'cod fillet', 'fresh breadcrumb', 'harissa', 'small flat leaf parsley chop']
	['dessert']	Rocky road cheesecake pudding	['2 x 200g ready-made chocolate loaf or marble loaf cakes', '225ml double cream', '150g dark chocolate, finely chopped', '2 tbsp golden syrup', '50g white chocolate', 'edible glitter, chocolate truffles, sprinkles and sparkles, to decorate (optional)', '2 x 280g tubs full-fat cream cheese', '200ml double cream', '75g icing sugar', '2 tsp vanilla bean paste or extract', '½ orange, zested', '150g dark chocolate', '75g butter', '1 tbsp golden syrup', '75g digestive biscuits', '25g pretzel pieces', '50g mini marshmallows']	More effort	[]	['readi made chocol loaf marbl loaf cake', 'doubl cream', 'dark chocol fine chop', 'golden syrup', 'white chocol', 'edibl glitter chocol truffl sprinkl sparkl decor', 'tub full fat cream chees', 'doubl cream', 'ice sugar', 'vanilla bean past extract', 'orang zest', 'dark chocol', 'butter', 'golden syrup', 'digest biscuit', 'pretzel piec', 'mini marshmallow']
	['dinner']	Chimichurri-style steak sarnies & cheat's spicy fries	['2 x 200g rump steaks, fat removed', '2 long ciabatta rolls', '2 handfuls of rocket', '30ml sunflower oil', '270g shop-bought frozen fries', 'Cajun spice mix', '70g mayonnaise', '1 tsp chipotle chilli paste', '½ lime, zested and juiced', '1 banana shallot, peeled and roughly chopped', '1 red chilli, finely chopped', '1 garlic clove, crushed', '1½ tbsp sherry vinegar', 'small bunch of parsley', 'small bunch of coriander', '50ml extra virgin olive oil']	Easy	[]	['rump steak fat remov', 'long ciabatta roll', 'hand rocket', 'sunflow oil', 'shop bought frozen fri', 'cajun spice mix', 'mayonnais', 'chipotl chilli past', 'lime zest juic', 'banana shallot peel rough chop', 'red chilli fine chop', 'garlic clove crush', 'sherri vinegar', 'small bunch parsley', 'small bunch coriand', 'extra virgin oliv oil']
['italian']	['dinner', 'main-course', 'supper']	Puttanesca baked gnocchi	['2 x 400g cans cherry tomatoes', 'olive oil, for frying', '1 onion, finely chopped', '1 tsp chilli flakes', '1 tbsp capers, drained', '60g black pitted Kalamata olives, roughly chopped', '5 anchovy fillets in oil, finely chopped', 'pinch of sugar', '500g shop-bought gnocchi', '1 x 125g ball mozzarella, torn']	Easy	[]	['can cherri tomato', 'oliv oil fri', 'onion fine chop', 'chilli flake', 'caper drain', 'black pit kalamata oliv rough chop', 'anchovi fillet oil fine chop', 'sugar', 'shop bought gnocchi', 'ball mozzarella torn']
['british']	['afternoon-tea']	Homemade elderflower cordial	['2 ½kg white sugar, either granulated or caster', '2 unwaxed lemons', '20 fresh elderflower heads, stalks trimmed', '85g citric acid (from chemists)']	Easy	['Freezable']	['white sugar either granul caster', 'unwax lemon', 'fresh elderflow head stalk trim', 'citric acid']
	['dinner']	Aubergine, halloumi & harissa skillet bake	['2-4 tbsp  olive oil, plus a drizzle', '1 large aubergine, sliced into rounds about ½cm thick', '2 large garlic cloves, crushed', '400g can chopped tomatoes', '1 tbsp harissa paste', '½ tsp caster sugar', '225g block halloumi, sliced into 8-9 pieces', 'pinch of dried mint', 'flatbreads, rice or couscous, to serve']	Easy	['Gluten-free', 'Vegetarian']	['oliv oil plus drizzl', 'larg aubergin slice round thick', 'larg garlic clove crush', 'chop tomato', 'harissa past', 'caster sugar', 'block halloumi slice piec', 'dri mint', 'flatbread rice couscous serv']
	['dinner', 'fish-course', 'main-course', 'supper']	Easy-to-scale cheesy fish pie with kale	['200g Maris Piper potatoes, cut into chunks', '1 tbsp butter', '1 tbsp flour', '200ml whole milk, plus 1 tbsp', '½ tsp Dijon mustard', '100g cheddar, gruyère or emmental, grated', '200g fish pie mix (we used a mix of salmon, haddock and prawns)', '50g frozen peas', '50g shredded kale', '1 spring onion, finely sliced', '1 tbsp parmesan, finely grated', 'green salad, to serve (optional)']	Easy	['Freezable (uncooked)']	['mari piper potato cut chunk', 'butter', 'flour', 'milk plus', 'dijon mustard', 'cheddar gruyèr emment grate', 'fish pie mix', 'frozen pea', 'shred kale', 'spring onion fine slice', 'parmesan fine grate', 'green salad serv']
	['afternoon-tea', 'treat']	Sourdough cinnamon buns	['200g active white  sourdough starter', '350g strong white bread flour, plus extra for dusting', '50g wholemeal flour', '1 tsp ground  cinnamon', '50g golden caster sugar', '200ml warm milk', '1 egg', '50g butter, softened, plus extra for the  tin ', '150g light brown sugar', '125g butter, softened ', '2 tbsp ground cinnamon', '2 tbsp golden syrup', '100g soft cheese', '150g icing sugar', '¼ tsp  vanilla paste or extract ']	More effort	['Vegetarian']	['activ white sourdough starter', 'strong white bread flour plus extra dust', 'wholem flour', 'ground cinnamon', 'golden caster sugar', 'warm milk', 'egg', 'butter soften plus extra tin', 'light brown sugar', 'butter soften', 'ground cinnamon', 'golden syrup', 'soft chees', 'ice sugar', 'vanilla past extract']
['british']	['dessert', 'treat']	Squidgy chocolate pear pudding	['200g butter, plus extra for greasing', '300g golden caster sugar', '4 large eggs', '75g plain flour', '50g cocoa powder', '410g can pear halves in juice,  drained', '100g plain dark chocolate (70% cocoa solids)', '25g flaked almonds (optional)', 'cream or ice cream, to serve']	Easy	['Freezable']	['butter plus extra greas', 'golden caster sugar', 'larg egg', 'plain flour', 'cocoa powder', 'pear half juic drain', 'plain dark chocol', 'flake almond', 'cream ice cream serv']
['british']	['afternoon-tea', 'treat']	Cherry bakewell cake	['200g butter, well softened, plus extra for greasing', '200g golden caster sugar', '100g ground almond', '100g self-raising flour', '1 tsp baking powder', '½ tsp almond extract or essence', '4 large eggs', '½ a 340g jar morello cherry conserve', '175g icing sugar', '5-6 tsp water or lemon juice', '1 tbsp ready-toasted flaked almonds']	Easy	['Freezable (Only sponges can be frozen)']	['butter well soften plus extra greas', 'golden caster sugar', 'ground almond', 'self rais flour', 'bake powder', 'almond extract essenc', 'larg egg', 'morello cherri conserv', 'ice sugar', 'water lemon juic', 'readi toast flake almond']
['british']	['lunch', 'soup']	Versatile veg soup	['200g chopped  vegetables such as onions, celery and carrots', '300g potatoes,  cubed', '1 tbsp oil', '700ml stock', 'crème fraîche and fresh herbs, to serve']	Easy	['Freezable', 'Healthy', 'Vegetarian']	['chop veget onion celeri carrot', 'potato cube', 'oil', 'stock', 'crème fraîch fresh herb serv']
	['dinner', 'fish-course', 'lunch', 'main-course']	Salmon with beetroot, feta & lime salsa	['200g cooked beetroot', '70g feta', '2 limes', '2 skin-on salmon fillets']	Easy	['Gluten-free']	['cook beetroot', 'feta', 'lime', 'skin salmon fillet']
['moroccan']	['dinner', 'main-course']	Chicken with lemon & courgette couscous	['200g couscous', '400ml chicken stock', '2 tbsp olive oil', '4 courgettes, grated', '2 lemons, 1 halved, 1 cut into wedges', '2 boneless, skinless chicken breasts']	Easy	['Healthy']	['couscous', 'chicken stock', 'oliv oil', 'courgett grate', 'lemon halv cut wedg', 'boneless skinless chicken breast']
	['dessert']	Chocolate ice cream	['200g dark chocolate (at least 70% cocoa solids), chopped into small pieces', '500ml double cream', '340g can sweetened condensed milk', '1 tsp vanilla extract', '3 tbsp organic cocoa powder, sifted', '50g milk chocolate chips', 'sea salt flakes, to serve (optional)']	Easy	['Freezable', 'Gluten-free', 'Vegetarian']	['dark chocol chop small piec', 'doubl cream', 'sweeten condens milk', 'vanilla extract', 'organ cocoa powder sift', 'milk chocol chip', 'sea salt flake serv']
['italian']	['dinner', 'main-course', 'pasta', 'supper']	Linguine with garlic butter prawns	['200g linguine', '2-3 fat garlic clove, finely chopped', '50g butter', '175g pack  raw shelled king prawns, de-veined and split in half lengthways', 'finely grated zest 1 lemon, then cut the lemon into wedges', 'small pack parsley, chopped']	Easy	[]	['linguin', 'fat garlic clove fine chop', 'butter', 'raw shell king prawn de vein split half lengthway', 'fine grate zest lemon cut lemon wedg', 'small parsley chop']
['british']	['dessert']	Malt chocolate cheesecake	['200g malted milk biscuit, crushed to crumbs', '100g salted butter, melted', '5 tbsp caster sugar', '2 x tubs full fat soft cheese (if you use soft or cream cheese from a deli counter the cheesecake might not set)', '300ml pot double cream', '300g white chocolate, melted', '200g bar milk chocolate, melted', '2 tbsp malt powder', '37g bag white chocolate coated malt balls']	Easy	[]	['malt milk biscuit crush crumb', 'salt butter melt', 'caster sugar', 'tub full fat soft chees', 'pot doubl cream', 'white chocol melt', 'bar milk chocol melt', 'malt powder', 'bag white chocol coat malt ball']
['british']	['dinner', 'main-course', 'supper']	Asparagus & new potato frittata	['200g new potatoes, quartered', '100g asparagus tips', '1 tbsp olive oil', '1 onion, finely chopped', '6 eggs, beaten', '40g cheddar, grated', 'rocket or mixed leaves, to serve']	Easy	['Gluten-free', 'Vegetarian']	['potato quarter', 'asparagus tip', 'oliv oil', 'onion fine chop', 'egg beaten', 'cheddar grate', 'rocket mix leaf serv']
	['dinner', 'main-course', 'supper']	Chorizo & chilli pepper pasta	['200g penne', '½ tbsp olive oil', '100g chorizo, skin removed and cut into chunks', '400g can cherry tomatoes', '2-3  guindilla pickled chilli peppers, sliced on an angle', '½ small pack basil, leaves picked and roughly torn', 'parmesan, grated, to serve']	Easy	[]	['penn', 'oliv oil', 'chorizo skin remov cut chunk', 'cherri tomato', 'guindilla pickl chilli pepper slice angl', 'small basil leaf pick rough torn', 'parmesan grate serv']
	['dessert']	Self-saucing sticky toffee chocolate pudding	['200g pitted medjool dates', '100g unsalted butter, softened, plus extra for the dish', '75g demerara sugar', '75g dark brown soft sugar', '2 large eggs', '250g plain flour', '1 tsp bicarbonate of soda', '1 tbsp baking powder', '100g dark chocolate, roughly chopped', 'vanilla ice cream or custard, to serve', '200ml double cream', '75g unsalted butter, cubed', '200g dark brown soft sugar', '30g cocoa powder']	Easy	['Vegetarian']	['pit medjool date', 'unsalt butter soften plus extra dish', 'demerara sugar', 'dark brown soft sugar', 'larg egg', 'plain flour', 'bicarbon soda', 'bake powder', 'dark chocol rough chop', 'vanilla ice cream custard serv', 'doubl cream', 'unsalt butter cube', 'dark brown soft sugar', 'cocoa powder']
['british']	['dinner', 'main-course']	James Martin's Yorkshire puds	['200g plain flour', '3 eggs', '300ml milk', '4 tbsp vegetable oil']	Easy	['Vegetarian']	['plain flour', 'egg', 'milk', 'veget oil']
	['lunch', 'main-course']	Halloumi with lemony lentils, chickpeas & beets	['200g puy lentils', '2 lemons', '1 red onion, finely sliced', '3 tbsp extra virgin olive oil', '3 tbsp capers, very roughly chopped', '400g can chickpeas, drained and rinsed', '250g cooked beetroot, cut into matchsticks', '½ small pack parsley, roughly chopped', '250g pack halloumi, cut into 8 slices']	Easy	['Gluten-free', 'Vegetarian']	['puy lentil', 'lemon', 'red onion fine slice', 'extra virgin oliv oil', 'caper rough chop', 'chickpea drain rins', 'cook beetroot cut matchstick', 'small parsley rough chop', 'halloumi cut slice']
['american']	['breakfast', 'brunch', 'snack', 'supper', 'treat']	American blueberry pancakes	['200g self-raising flour', '1 tsp baking powder', '1 egg', '300ml milk', 'knob  butter', '150g pack blueberry', 'sunflower oil  or a little butter for cooking', 'golden or  maple syrup']	Easy	['Easily doubled', 'Easily halved', 'Freezable', 'Healthy', 'Vegetarian']	['self rais flour', 'bake powder', 'egg', 'milk', 'knob butter', 'blueberri', 'sunflow oil littl butter cook', 'golden mapl syrup']
	['afternoon-tea', 'dessert', 'snack', 'treat']	Viennese whirls	['200g slightly salted butter, softened', '50g icing sugar', '2 tsp vanilla extract', '200g plain flour', '2 tsp cornflour', '½ tsp baking powder', '100g butter, softened', '170g icing sugar', '1 tsp vanilla extract', '50g raspberry jam or strawberry jam']	Easy	['Freezable (uncooked dough only)', 'Vegetarian']	['slight salt butter soften', 'ice sugar', 'vanilla extract', 'plain flour', 'cornflour', 'bake powder', 'butter soften', 'ice sugar', 'vanilla extract', 'raspberri jam strawberri jam']
['british']	['afternoon-tea', 'treat']	Classic sponge sandwich	['200g soft butter, plus extra for greasing', '200g self-raising flour', '1 tsp baking powder', '200g golden caster sugar', '4 eggs', '2 tbsp milk', '142ml double cream', '50g golden caster sugar', '½ tsp vanilla extract', '100g strawberry conserve', 'icing sugar, for dusting ']	Easy	['Freezable (Sponge only)']	['soft butter plus extra greas', 'self rais flour', 'bake powder', 'golden caster sugar', 'egg', 'milk', 'doubl cream', 'golden caster sugar', 'vanilla extract', 'strawberri conserv', 'ice sugar dust']
['asian']	['dinner', 'main-course', 'supper']	Stir-fried chicken with broccoli & brown rice	['200g trimmed broccoli florets (about 6), halved', '1 chicken breast (approx 180g), diced', '15g ginger, cut into shreds', '2 garlic cloves, cut into shreds', '1 red onion, sliced', '1 roasted red pepper, from a jar, cut into cubes', '2 tsp olive oil', '1 tsp mild chilli powder', '1 tbsp reduced-salt soy sauce', '1 tbsp honey', '250g pack cooked brown rice']	Easy	['Dairy-free', 'Healthy', 'High-protein']	['trim broccoli floret halv', 'chicken breast dice', 'ginger cut shred', 'garlic clove cut shred', 'red onion slice', 'roast red pepper cut', 'oliv oil', 'mild chilli powder', 'reduc salt soy sauc', 'honey', 'cook brown rice']
['american']	['afternoon-tea', 'treat']	Gooey chocolate cherry cookies	['200g unsalted butter, at room temperature', '85g light muscovado sugar', '85g golden caster sugar', '1 egg', '225g self-raising flour', '50g plain chocolate, 50-70% cocoa, roughly chopped', '50g white chocolate, roughly chopped', '85g natural colour glacé cherry, roughly chopped']	Easy	['Freezable']	['unsalt butter room temperatur', 'light muscovado sugar', 'golden caster sugar', 'egg', 'self rais flour', 'plain chocol cocoa rough chop', 'white chocol rough chop', 'natur colour glacé cherri rough chop']
	['afternoon-tea']	Coconut cookies	['200g unsalted butter, softened', '75g caster sugar', '75g light brown soft sugar', '1 tsp vanilla bean paste', '1 large egg', '275g plain flour', '125g desiccated coconut, toasted and cooled', '100g dark chocolate']	Easy	[]	['unsalt butter soften', 'caster sugar', 'light brown soft sugar', 'vanilla bean past', 'larg egg', 'plain flour', 'desicc coconut toast cool', 'dark chocol']
	['dinner', 'main-course']	Easy Singapore noodles	['200g vermicelli rice noodles', '1 tbsp mild curry powder', '¼ tsp turmeric', '1 tsp caster sugar', '1 tbsp sesame oil', '2½ tbsp low-salt soy sauce', '1 tbsp sunflower or vegetable oil', '1 onion, sliced', '1 pepper, sliced (we used ½ green and ½ orange)', '200g beansprouts', '1 red chilli, sliced (optional)']	Easy	['Dairy-free', 'Egg-free', 'Healthy', 'Vegan', 'Vegetarian']	['vermicelli rice noodl', 'mild curri powder', 'turmer', 'caster sugar', 'sesam oil', 'low salt soy sauc', 'sunflow veget oil', 'onion slice', 'pepper slice', 'beansprout', 'red chilli slice']
['british']	['afternoon-tea', 'dessert']	Bakewell cheesecake	['200g/7oz almond biscuits', '100g toasted flaked almond', '½ tsp almond extract', '100g butter, melted', '3 x 300g packs full-fat soft cheese', '250g caster sugar', '4 tbsp plain flour', '1 tsp vanilla extract', '3 large eggs', '200ml tub soured cream', 'just over half a 300g jar  cherry jam', 'icing sugar and  cream, to serve']	More effort	[]	['goz almond biscuit', 'toast flake almond', 'almond extract', 'butter melt', 'pack full fat soft chees', 'caster sugar', 'plain flour', 'vanilla extract', 'larg egg', 'tub sour cream', 'half cherri jam', 'ice sugar cream serv']
	['drink']	Peanut butter smoothie	['200ml  oat milk', '1 banana, peeled and chopped', '20g  peanut butter', '1 tbsp  rolled oats', 'pinch of cinnamon', 'pinch of allspice', 'pinch of nutmeg (optional) ', 'small handful  ice cubes']	Easy	['Dairy-free', 'Egg-free', 'Vegan', 'Vegetarian']	['oat milk', 'banana peel chop', 'peanut butter', 'roll oat', 'cinnamon', 'allspic', 'nutmeg', 'small hand ice']
['american']	['afternoon-tea', 'breakfast', 'brunch', 'dessert', 'treat']	Monkey bread	['200ml semi-skimmed milk', '85g unsalted butter', '2 large eggs', '550g strong white bread flour, plus extra for kneading if doing it by hand', '2½ tsp fast-action dried yeast', '50g golden caster sugar', 'oil, for greasing', '125g unsalted butter, plus extra for greasing\t', '1 tbsp ground cinnamon', '1 tsp ground ginger', '1 tsp ground nutmeg', '225g light muscovado sugar', '140g pecans, toasted then roughly chopped ', '100g icing sugar, sifted', '½ tsp vanilla extract', '1 tbsp semi-skimmed milk', 'pinch of ground cinnamon', '2 tbsp unsalted butter, melted']	Easy	['Freezable (raw, before final proving)']	['semi skim milk', 'unsalt butter', 'larg egg', 'strong white bread flour plus extra knead hand', 'fast action dri yeast', 'golden caster sugar', 'oil greas', 'unsalt butter plus extra greasingt', 'ground cinnamon', 'ground ginger', 'ground nutmeg', 'light muscovado sugar', 'pecan toast rough chop', 'ice sugar sift', 'vanilla extract', 'semi skim milk', 'ground cinnamon', 'unsalt butter melt']
	['main-course']	Chorizo & rosemary pearl barley risotto	['225 chorizo ring, sliced', '1 onion, finely chopped', '1 garlic clove, finely chopped', '300g pearl barley', '400g can chopped tomato with sliced olives', '1l hot chicken stock, made with 1 stock cube', '2 stalks rosemary, leaves chopped']	Easy	[]	['chorizo ring slice', 'onion fine chop', 'garlic clove fine chop', 'pearl barley', 'chop tomato slice oliv', 'hot chicken stock made stock', 'stalk rosemari leaf chop']
['british']	['afternoon-tea', 'dessert']	Mary Berry’s orange cake	['225g baking spread', '225g self-raising flour', '1 level tsp baking powder', '100g golden caster sugar', '100g brown sugar', '4 large eggs', 'finely grated zest of 2 oranges', '150g butter, softened', '300g icing sugar, sifted', 'finely grated zest of 2 oranges', '25g caster sugar', 'juice of 2 oranges']	Easy	['Freezable']	['bake spread', 'self rais flour', 'level bake powder', 'golden caster sugar', 'brown sugar', 'larg egg', 'fine grate zest orang', 'butter soften', 'ice sugar sift', 'fine grate zest orang', 'caster sugar', 'juic orang']
	['afternoon-tea', 'treat']	Basic cookies	['225g butter, softened ', '110g caster sugar', '275g plain flour', '1 tsp cinnamon or other spices (optional) ', '75g white or milk chocolate chips (optional)']	Easy	['Freezable (Cookie dough only)']	['butter soften', 'caster sugar', 'plain flour', 'cinnamon spice', 'white milk chocol chip']
['british']	['afternoon-tea']	Chocolate marble cake	['225g butter, softened', '225g caster sugar', '4 eggs', '225g self-raising flour', '3 tbsp milk', '1 tsp vanilla extract', '2 tbsp cocoa powder']	Easy	['Freezable']	['butter soften', 'caster sugar', 'egg', 'self rais flour', 'milk', 'vanilla extract', 'cocoa powder']
	['dessert', 'treat']	Easy banoffee pie	['225g digestive biscuits', '150g butter, melted', '397g can caramel or 400g dulce de leche', '3 small bananas, sliced', '300ml double cream', '1 tbsp icing sugar', '1 square dark chocolate (optional)']	Easy	['Vegetarian']	['digest biscuit', 'butter melt', 'caramel dulc de lech', 'small banana slice', 'doubl cream', 'ice sugar', 'squar dark chocol']
	['dessert']	White chocolate & raspberry ripple baked cheesecake	['225g digestive biscuits', '15g freeze-dried raspberries (optional)', '115g butter, melted', '250g fresh or frozen raspberries', '½ lemon, juiced', '175g caster sugar, plus 2 tsp', '600g full-fat soft cheese', '3 large eggs, plus 2 egg yolks', '175g double cream', '1 tbsp vanilla bean paste', '350g white chocolate']	More effort	[]	['digest biscuit', 'freez dri raspberri', 'butter melt', 'fresh frozen raspberri', 'lemon juic', 'caster sugar plus', 'full fat soft chees', 'larg egg plus egg yolk', 'doubl cream', 'vanilla bean past', 'white chocol']
['thai']	['dinner', 'lunch']	Thai green chicken curry	"['225g new potatoes, cut into chunks', '100g green beans, trimmed and halved', '1 tbsp vegetable or sunflower oil', '1 garlic clove, chopped', ""1 rounded tbsp or 4 tsp Thai green curry paste (you can't fit the tablespoon into some of the jars)"", '400ml can coconut milk', '2 tsp Thai fish sauce', '1 tsp caster sugar', '450g boneless skinless chicken (breasts or thighs), cut into bite-size pieces', '2 lime leaves finely shredded, or 3 wide strips lime zest, plus extra to garnish', 'good handful of basil leaves', 'boiled rice, to serve']"	Easy	['Gluten-free']	['potato cut chunk', 'green bean trim halv', 'veget sunflow oil', 'garlic clove chop', 'round thai green curri past', 'coconut milk', 'thai fish sauc', 'caster sugar', 'boneless skinless chicken cut bite size piec', 'lime leaf fine shred wide strip lime zest plus extra garnish', 'good hand basil leaf', 'boil rice serv']
